// Data mode  : Full
// Transmission speed  : 50Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,419,2018/03/15 00:37:36.79,-2660,9587,-12872,297,-3,135,16,150,-134,-83
,420,2018/03/15 00:37:36.81,-2634,9564,-12919,296,97,151,-24,118,-142,-47
,421,2018/03/15 00:37:36.83,-2634,9562,-13068,255,156,128,-23,119,-142,-48
,422,2018/03/15 00:37:36.85,-2596,9566,-13055,231,130,18,-12,132,-144,-60
,423,2018/03/15 00:37:36.87,-2520,9531,-13114,211,91,-82,-46,114,-160,-34
,424,2018/03/15 00:37:36.89,-2448,9460,-13138,147,76,-167,-22,142,-164,-60
,425,2018/03/15 00:37:36.91,-2452,9305,-13193,91,19,-196,-20,145,-165,-62
,426,2018/03/15 00:37:36.93,-2630,9281,-13160,64,-54,-147,-10,148,-158,-69
,427,2018/03/15 00:37:36.95,-2591,9302,-13090,18,-77,-43,-21,141,-162,-60
,428,2018/03/15 00:37:36.97,-2562,9359,-13131,-26,-102,40,-10,147,-157,-68
,429,2018/03/15 00:37:36.99,-2564,9379,-13144,-53,-147,81,-24,140,-164,-58
,430,2018/03/15 00:37:37.01,-2590,9454,-13066,-51,-180,103,-21,144,-165,-61
,431,2018/03/15 00:37:37.03,-2637,9564,-13027,-4,-141,88,-22,137,-159,-57
,432,2018/03/15 00:37:37.05,-2624,9588,-13028,-35,-86,45,-30,125,-155,-47
,433,2018/03/15 00:37:37.07,-2685,9607,-13018,6,-81,-9,-23,128,-151,-52
,434,2018/03/15 00:37:37.09,-2597,9607,-12965,22,-13,-59,-19,132,-151,-56
,435,2018/03/15 00:37:37.11,-2667,9560,-12989,70,18,-66,-26,135,-161,-54
,436,2018/03/15 00:37:37.13,-2603,9584,-12989,84,34,-80,-36,124,-160,-44
,437,2018/03/15 00:37:37.15,-2631,9561,-12985,78,36,-58,-28,129,-157,-50
,438,2018/03/15 00:37:37.17,-2604,9511,-12991,111,65,-45,-30,125,-155,-47
,439,2018/03/15 00:37:37.19,-2591,9513,-13032,143,62,-27,-21,141,-162,-60
,440,2018/03/15 00:37:37.21,-2552,9502,-13044,188,54,-25,-38,140,-178,-51
,441,2018/03/15 00:37:37.23,-2557,9492,-13036,174,47,-18,-55,131,-186,-38
,442,2018/03/15 00:37:37.25,-2572,9405,-13055,145,24,-37,-42,149,-191,-53
,443,2018/03/15 00:37:37.27,-2533,9448,-13052,132,-48,-41,-62,146,-208,-42
,444,2018/03/15 00:37:37.29,-2577,9488,-13079,80,-86,-26,-59,144,-203,-42
,445,2018/03/15 00:37:37.31,-2593,9487,-13002,-2,-108,-13,-55,142,-197,-43
,446,2018/03/15 00:37:37.33,-2591,9475,-13028,-1,-108,1,-54,139,-193,-42
,447,2018/03/15 00:37:37.35,-2636,9471,-13025,12,-90,-19,-52,142,-194,-45
,448,2018/03/15 00:37:37.37,-2593,9503,-13060,37,-97,-7,-56,134,-190,-39
,449,2018/03/15 00:37:37.39,-2597,9540,-12998,47,-78,-32,-59,130,-189,-35
,450,2018/03/15 00:37:37.41,-2576,9543,-13069,36,-60,-53,-50,130,-180,-40
,451,2018/03/15 00:37:37.43,-2552,9474,-13053,64,-63,-87,-55,129,-184,-37
,452,2018/03/15 00:37:37.45,-2576,9475,-13025,49,-28,-87,-60,117,-177,-28
,453,2018/03/15 00:37:37.47,-2578,9480,-13066,68,-13,-77,-57,117,-174,-30
,454,2018/03/15 00:37:37.49,-2686,9434,-13147,111,-6,-68,-52,123,-175,-35
,455,2018/03/15 00:37:37.51,-2657,9370,-13159,165,-57,-16,-47,122,-169,-37
,456,2018/03/15 00:37:37.53,-2683,9337,-13014,207,-25,41,-45,118,-163,-36
,457,2018/03/15 00:37:37.55,-2643,9365,-12981,141,61,61,-62,105,-167,-21
,458,2018/03/15 00:37:37.57,-2546,9481,-13076,49,65,55,-54,110,-164,-28
,459,2018/03/15 00:37:37.59,-2628,9513,-13150,-21,27,15,-52,121,-173,-34
,460,2018/03/15 00:37:37.61,-2577,9442,-13086,-90,-94,-35,-34,135,-169,-50
,461,2018/03/15 00:37:37.63,-2534,9437,-13056,-89,-114,-80,4,90,-86,-47
,462,2018/03/15 00:37:37.65,-2639,9553,-13057,-59,-107,-67,-331,-375,44,353
,463,2018/03/15 00:37:37.67,-2642,9513,-13034,54,-78,-70,-803,-853,50,828
,464,2018/03/15 00:37:37.69,-2661,9458,-13073,173,-18,-51,-890,-921,31,905
,465,2018/03/15 00:37:37.71,-2627,9503,-13058,166,-17,15,-615,-599,-16,607
,466,2018/03/15 00:37:37.73,-2688,9456,-13092,131,-39,66,-367,-291,-76,329
,467,2018/03/15 00:37:37.75,-2717,9447,-13085,136,-46,66,-279,-117,-162,198
,468,2018/03/15 00:37:37.77,-2583,9514,-13012,130,-27,48,-200,10,-210,95
,469,2018/03/15 00:37:37.79,-2597,9513,-13009,149,30,9,-148,85,-233,31
,470,2018/03/15 00:37:37.81,-2652,9474,-13070,165,60,-46,-128,108,-236,10
,471,2018/03/15 00:37:37.83,-2687,9499,-13073,169,55,-81,-99,115,-214,-8
,472,2018/03/15 00:37:37.85,-2596,9455,-13046,112,54,-97,-60,124,-184,-32
,473,2018/03/15 00:37:37.87,-2630,9469,-13125,52,61,-99,-21,152,-173,-65
,474,2018/03/15 00:37:37.89,-2618,9459,-13115,49,30,-73,-12,151,-163,-69
,475,2018/03/15 00:37:37.91,-2513,9371,-13104,78,36,-44,0,136,-136,-68
,476,2018/03/15 00:37:37.93,-2584,9442,-13149,79,40,-21,0,132,-132,-66
,477,2018/03/15 00:37:37.95,-2637,9430,-13077,102,43,2,21,163,-142,-92
,478,2018/03/15 00:37:37.97,-2553,9456,-13135,119,25,0,45,176,-131,-110
,479,2018/03/15 00:37:37.99,-2570,9403,-13080,142,3,15,26,168,-142,-97
,480,2018/03/15 00:37:38.01,-2593,9442,-13104,97,15,20,16,166,-150,-91
,481,2018/03/15 00:37:38.03,-2593,9417,-13059,102,7,-11,-11,156,-167,-72
,482,2018/03/15 00:37:38.05,-2533,9458,-13138,92,-2,-3,-13,154,-167,-70
,483,2018/03/15 00:37:38.07,-2576,9423,-13134,88,10,-19,2,162,-160,-82
,484,2018/03/15 00:37:38.09,-2561,9441,-13106,101,0,-39,-38,153,-191,-57
,485,2018/03/15 00:37:38.11,-2571,9408,-13150,104,-12,-58,-40,143,-183,-51
,486,2018/03/15 00:37:38.13,-2566,9392,-13128,115,-35,-46,-19,152,-171,-66
,487,2018/03/15 00:37:38.15,-2598,9413,-13040,102,-28,-15,-20,156,-176,-68
,488,2018/03/15 00:37:38.17,-2584,9441,-13119,98,2,-28,-21,158,-179,-68
,489,2018/03/15 00:37:38.19,-2586,9401,-13204,102,27,-20,-20,155,-175,-67
,490,2018/03/15 00:37:38.21,-2578,9447,-13168,92,-32,-19,-12,152,-164,-70
,491,2018/03/15 00:37:38.23,-2531,9344,-13197,106,-30,-41,-15,138,-153,-61
,492,2018/03/15 00:37:38.25,-2556,9250,-13087,173,-54,15,-15,130,-145,-57
,493,2018/03/15 00:37:38.27,-2591,9229,-13050,114,58,24,-12,126,-138,-57
,494,2018/03/15 00:37:38.29,-2517,9347,-13119,19,54,36,-8,119,-127,-55
,495,2018/03/15 00:37:38.31,-2581,9408,-13152,-97,15,6,-9,125,-134,-58
,496,2018/03/15 00:37:38.33,-2589,9439,-13052,-137,-83,-49,-11,130,-141,-59
,497,2018/03/15 00:37:38.35,-2585,9480,-13064,-140,-65,-132,3,144,-141,-73
,498,2018/03/15 00:37:38.37,-2589,9479,-13162,-51,-32,-166,-7,135,-142,-64
,499,2018/03/15 00:37:38.39,-2541,9368,-13155,30,-23,-151,3,138,-135,-70
,500,2018/03/15 00:37:38.41,-2653,9322,-13164,96,-18,-93,6,133,-127,-69
,501,2018/03/15 00:37:38.43,-2628,9420,-13122,114,-15,-2,6,136,-130,-71
,502,2018/03/15 00:37:38.45,-2604,9368,-13204,113,-50,53,-4,124,-128,-60
,503,2018/03/15 00:37:38.47,-2600,9407,-13119,136,-65,68,8,144,-136,-76
,504,2018/03/15 00:37:38.49,-2579,9378,-13082,103,-50,53,15,150,-135,-82
,505,2018/03/15 00:37:38.51,-2562,9467,-13019,130,-52,53,8,139,-131,-73
,506,2018/03/15 00:37:38.53,-2612,9469,-13030,91,29,-2,12,144,-132,-78
,507,2018/03/15 00:37:38.55,-2603,9403,-13040,70,52,-38,34,162,-128,-98
,508,2018/03/15 00:37:38.57,-2615,9354,-13125,32,81,3,28,160,-132,-94
,509,2018/03/15 00:37:38.59,-2579,9416,-13108,31,61,56,30,164,-134,-97
,510,2018/03/15 00:37:38.61,-2578,9463,-13093,56,59,57,21,158,-137,-89
,511,2018/03/15 00:37:38.63,-2513,9445,-13128,90,46,45,8,142,-134,-75
,512,2018/03/15 00:37:38.65,-2549,9380,-13176,115,33,40,37,145,-108,-91
,513,2018/03/15 00:37:38.67,-2529,9361,-13189,71,41,14,16,104,-88,-60
,514,2018/03/15 00:37:38.69,-2455,9347,-13177,92,-17,15,10,80,-70,-45
,515,2018/03/15 00:37:38.71,-2469,9309,-13140,14,31,-17,8,63,-55,-35
,516,2018/03/15 00:37:38.73,-2537,9380,-13138,-7,3,-40,2,57,-55,-29
,517,2018/03/15 00:37:38.75,-2547,9353,-13099,-80,40,-68,-15,42,-57,-13
,518,2018/03/15 00:37:38.77,-2582,9445,-13101,-113,3,-78,-19,70,-89,-25
,519,2018/03/15 00:37:38.79,-2593,9404,-13085,-181,29,-116,-27,89,-116,-31
,520,2018/03/15 00:37:38.81,-2641,9479,-13150,-153,-8,-113,-32,89,-121,-28
,521,2018/03/15 00:37:38.83,-2561,9463,-13093,-145,14,-108,-8,121,-129,-56
,522,2018/03/15 00:37:38.85,-2583,9504,-13112,-84,-3,-107,7,142,-135,-74
,523,2018/03/15 00:37:38.87,-2626,9437,-13028,-73,-18,-84,47,170,-123,-108
,524,2018/03/15 00:37:38.89,-2538,9418,-13089,-28,-12,-42,84,236,-152,-160
,525,2018/03/15 00:37:38.91,-2559,9410,-13081,42,-33,-7,97,270,-173,-183
,526,2018/03/15 00:37:38.93,-2578,9449,-13149,35,-32,0,78,270,-192,-174
,527,2018/03/15 00:37:38.95,-2641,9419,-13194,80,-64,-7,70,261,-191,-165
,528,2018/03/15 00:37:38.97,-2624,9368,-13027,142,-97,24,66,260,-194,-163
,529,2018/03/15 00:37:38.99,-2550,9378,-12933,111,21,16,56,248,-192,-152
,530,2018/03/15 00:37:39.01,-2539,9386,-13054,33,68,31,42,229,-187,-135
,531,2018/03/15 00:37:39.03,-2534,9412,-13132,-55,10,-26,31,205,-174,-118
,532,2018/03/15 00:37:39.05,-2544,9525,-13055,-98,-77,-63,39,191,-152,-115
,533,2018/03/15 00:37:39.07,-2601,9515,-13011,-108,-81,-114,28,168,-140,-98
,534,2018/03/15 00:37:39.09,-2591,9455,-13060,-50,-43,-131,19,156,-137,-87
,535,2018/03/15 00:37:39.11,-2552,9395,-13072,1,-57,-113,12,148,-136,-80
,536,2018/03/15 00:37:39.13,-2661,9409,-13038,20,-42,-55,20,158,-138,-89
,537,2018/03/15 00:37:39.15,-2583,9407,-13044,49,-62,25,18,163,-145,-90
,538,2018/03/15 00:37:39.17,-2636,9421,-13131,57,-52,56,6,151,-145,-78
,539,2018/03/15 00:37:39.19,-2626,9497,-13096,67,-64,46,-10,136,-146,-63
,540,2018/03/15 00:37:39.21,-2631,9472,-13113,44,-43,5,-11,134,-145,-61
,541,2018/03/15 00:37:39.23,-2668,9456,-13096,109,-55,7,-9,131,-140,-61
,542,2018/03/15 00:37:39.25,-2656,9416,-13027,65,16,-37,2,134,-132,-68
,543,2018/03/15 00:37:39.27,-2614,9397,-13068,57,22,-47,-1,112,-113,-55
,544,2018/03/15 00:37:39.29,-2571,9403,-13061,30,43,-63,15,123,-108,-69
,545,2018/03/15 00:37:39.31,-2545,9433,-13096,30,21,-81,14,124,-110,-69
,546,2018/03/15 00:37:39.33,-2568,9449,-13113,-12,23,-104,14,123,-109,-68
,547,2018/03/15 00:37:39.35,-2564,9412,-13096,-15,0,-135,18,135,-117,-76
,548,2018/03/15 00:37:39.37,-2522,9431,-13068,-20,-15,-87,12,126,-114,-69
,549,2018/03/15 00:37:39.39,-2564,9393,-13084,-4,3,-48,11,116,-105,-63
,550,2018/03/15 00:37:39.41,-2656,9397,-13088,23,26,-20,10,119,-109,-64
,551,2018/03/15 00:37:39.43,-2647,9408,-13098,37,42,-2,8,126,-118,-67
,552,2018/03/15 00:37:39.45,-2566,9446,-13107,48,20,-10,10,125,-115,-67
,553,2018/03/15 00:37:39.47,-2594,9502,-13044,62,1,-34,14,116,-102,-65
,554,2018/03/15 00:37:39.49,-2559,9486,-13086,62,4,-58,3,108,-105,-55
,555,2018/03/15 00:37:39.51,-2526,9504,-13051,49,1,-91,-3,107,-110,-52
,556,2018/03/15 00:37:39.53,-2605,9433,-13064,52,-8,-106,4,118,-114,-61
,557,2018/03/15 00:37:39.55,-2531,9486,-13033,67,9,-78,0,116,-116,-58
,558,2018/03/15 00:37:39.57,-2637,9451,-13050,90,12,-63,-10,110,-120,-50
,559,2018/03/15 00:37:39.59,-2631,9469,-13182,104,11,-55,-16,109,-125,-46
,560,2018/03/15 00:37:39.61,-2566,9453,-13083,114,-18,-53,-9,112,-121,-51
,561,2018/03/15 00:37:39.63,-2510,9405,-13117,83,-10,-79,-12,101,-113,-44
,562,2018/03/15 00:37:39.65,-2614,9421,-13122,70,-36,-77,-2,111,-113,-54
,563,2018/03/15 00:37:39.67,-2645,9414,-13013,64,-63,-62,-28,97,-125,-34
,564,2018/03/15 00:37:39.69,-2681,9349,-13174,95,-104,-29,-24,102,-126,-39
,565,2018/03/15 00:37:39.71,-2631,9352,-13050,118,-75,9,-11,110,-121,-49
,566,2018/03/15 00:37:39.73,-2559,9394,-12996,88,31,40,-11,108,-119,-48
,567,2018/03/15 00:37:39.75,-2660,9395,-13073,54,86,57,-16,100,-116,-42
,568,2018/03/15 00:37:39.77,-2566,9453,-13109,-1,108,18,-22,89,-111,-33
,569,2018/03/15 00:37:39.79,-2617,9531,-13088,0,38,-74,-21,97,-118,-38
,570,2018/03/15 00:37:39.81,-2527,9534,-13093,-6,28,-174,-23,99,-122,-38
,571,2018/03/15 00:37:39.83,-2595,9438,-13119,17,44,-218,-25,104,-129,-39
,572,2018/03/15 00:37:39.85,-2559,9381,-13144,71,13,-196,-19,105,-124,-43
,573,2018/03/15 00:37:39.87,-2627,9351,-13135,72,-18,-100,-18,99,-117,-40
,574,2018/03/15 00:37:39.89,-2649,9373,-13085,81,-42,-1,-23,98,-121,-37
,575,2018/03/15 00:37:39.91,-2575,9336,-13153,87,-42,42,-33,93,-126,-30
,576,2018/03/15 00:37:39.93,-2630,9385,-13127,98,-70,80,-56,81,-137,-12
,577,2018/03/15 00:37:39.95,-2517,9432,-13101,69,-92,51,-53,70,-123,-8
,578,2018/03/15 00:37:39.97,-2671,9414,-13147,17,-97,11,-23,66,-89,-21
,579,2018/03/15 00:37:39.99,-2670,9304,-13091,-7,-40,-47,-73,28,-101,22
,580,2018/03/15 00:37:40.01,-2554,9357,-13081,4,-17,-74,-108,2,-110,53
,581,2018/03/15 00:37:40.03,-2593,9399,-13089,-25,33,-86,-125,-18,-107,71
,582,2018/03/15 00:37:40.05,-2604,9440,-13069,-37,48,-124,-118,3,-121,57
,583,2018/03/15 00:37:40.07,-2644,9421,-13143,-66,47,-127,-91,40,-131,25
,584,2018/03/15 00:37:40.09,-2693,9413,-13050,-73,45,-137,-76,52,-128,12
,585,2018/03/15 00:37:40.11,-2601,9418,-13073,-69,44,-117,-75,58,-133,8
,586,2018/03/15 00:37:40.13,-2590,9386,-13153,-23,45,-61,-73,64,-137,4
,587,2018/03/15 00:37:40.15,-2549,9436,-13037,42,27,-32,-82,64,-146,9
,588,2018/03/15 00:37:40.17,-2599,9426,-13083,28,33,-29,-62,72,-134,-5
,589,2018/03/15 00:37:40.19,-2575,9446,-13102,14,35,-52,-61,83,-144,-11
,590,2018/03/15 00:37:40.21,-2565,9403,-13108,19,6,-57,-43,103,-146,-30
,591,2018/03/15 00:37:40.23,-2566,9412,-13075,-9,-28,-75,-11,132,-143,-60
,592,2018/03/15 00:37:40.25,-2596,9393,-13035,-32,-26,-84,21,166,-145,-93
,593,2018/03/15 00:37:40.27,-2601,9433,-13071,-55,-31,-74,38,182,-144,-110
,594,2018/03/15 00:37:40.29,-2637,9416,-13068,-56,-48,-67,49,190,-141,-119
,595,2018/03/15 00:37:40.31,-2661,9506,-13056,-54,-79,-58,56,193,-137,-124
,596,2018/03/15 00:37:40.33,-2607,9517,-13054,-48,-61,-62,56,196,-140,-126
,597,2018/03/15 00:37:40.35,-2602,9541,-13043,-9,-56,-69,56,194,-138,-125
,598,2018/03/15 00:37:40.37,-2650,9497,-13053,4,-51,-91,43,180,-137,-111
